entrezgene_id	Number of datasets	max(|logFC|)	logFC	ensembl_gene_id	external_gene_name
2876	1	1.64178342922327	-1.64178342922327	ENSG00000233276	GPX1
627	3	1.63526978396022	-1.63526978396022	ENSG00000176697	BDNF
2019	2	1.6179046311843	-1.6179046311843	ENSG00000163064	EN1
1995	5	1.6126545581491	-1.6126545581491	ENSG00000196361	ELAVL3
56892	1	1.61044657748082	-1.61044657748082	ENSG00000176907	TCIM
5698	1	1.60541504808933	-1.60541504808933	ENSG00000239836	PSMB9
5698	1	1.60541504808933	-1.60541504808933	ENSG00000243958	PSMB9
5698	1	1.60541504808933	-1.60541504808933	ENSG00000242711	PSMB9
5698	1	1.60541504808933	-1.60541504808933	ENSG00000243594	PSMB9
5698	1	1.60541504808933	-1.60541504808933	ENSG00000240508	PSMB9
5698	1	1.60541504808933	-1.60541504808933	ENSG00000240118	PSMB9
5698	1	1.60541504808933	-1.60541504808933	ENSG00000243067	PSMB9
5698	1	1.60541504808933	-1.60541504808933	ENSG00000240065	PSMB9
11331	2	1.60296954132989	-1.60296954132989	ENSG00000215021	PHB2
642597	1	1.5920493741432	-1.5920493741432	ENSG00000231824	AKAIN1
102724587	1	1.58368389083222	-1.58368389083222		
1959	1	1.581675587344	-1.581675587344	ENSG00000122877	EGR2
85442	4	1.5762341457582	-1.5762341457582	ENSG00000171798	KNDC1
9168	2	1.57451846587796	-1.57451846587796	ENSG00000034510	TMSB10
118427	1	1.49396935489874	-1.49396935489874	ENSG00000118733	OLFM3
340419	1	1.48102401444246	-1.48102401444246	ENSG00000147655	RSPO2
3642	3	1.47805164323975	-1.47805164323975	ENSG00000173404	INSM1
10379	2	1.46093891418325	-1.46093891418325	ENSG00000285048	IRF9
10379	2	1.46093891418325	-1.46093891418325	ENSG00000213928	IRF9
7450	3	1.44916965805417	-1.44916965805417	ENSG00000110799	VWF
123	1	1.44366884601005	-1.44366884601005	ENSG00000147872	PLIN2
10410	1	1.43326611272201	-1.43326611272201	ENSG00000142089	IFITM3
326624	2	1.42912720812635	-1.42912720812635	ENSG00000172794	RAB37
64084	3	1.419358793773	-1.419358793773	ENSG00000158258	CLSTN2
81493	1	1.41378731939236	-1.41378731939236	ENSG00000162520	SYNC
10740	3	1.40954670207177	-1.40954670207177		
100507043	1	1.40912665905022	-1.40912665905022		
115827	1	1.40793105863594	-1.40793105863594	ENSG00000152932	RAB3C
3976	2	1.40099426617296	-1.40099426617296	ENSG00000128342	LIF
27255	1	1.39382667975092	-1.39382667975092	ENSG00000134115	CNTN6
8320	1	1.38881711565833	-1.38881711565833	ENSG00000163508	EOMES
114134	2	1.38403006179863	-1.38403006179863	ENSG00000151229	SLC2A13
9114	1	1.37807964222254	-1.37807964222254	ENSG00000159720	ATP6V0D1
1173	1	1.37422343225899	-1.37422343225899	ENSG00000161203	AP2M1
3925	3	1.3668172687445	-1.3668172687445	ENSG00000117632	STMN1
50	2	1.3664778102781	-1.3664778102781	ENSG00000100412	ACO2
6571	2	1.36549132059444	-1.36549132059444	ENSG00000165646	SLC18A2
11316	3	1.36446295517993	-1.36446295517993	ENSG00000105669	COPE
339761	2	1.360356664224	-1.360356664224	ENSG00000186684	CYP27C1
871	2	1.35496626359473	-1.35496626359473	ENSG00000149257	SERPINH1
230	1	1.35227477875943	-1.35227477875943	ENSG00000109107	ALDOC
5696	1	1.34616831040457	-1.34616831040457	ENSG00000230669	PSMB8
5696	1	1.34616831040457	-1.34616831040457	ENSG00000231631	PSMB8
5696	1	1.34616831040457	-1.34616831040457	ENSG00000206298	PSMB8
5696	1	1.34616831040457	-1.34616831040457	ENSG00000236443	PSMB8
5696	1	1.34616831040457	-1.34616831040457	ENSG00000235715	PSMB8
5696	1	1.34616831040457	-1.34616831040457	ENSG00000230034	PSMB8
5696	1	1.34616831040457	-1.34616831040457	ENSG00000226201	PSMB8
5696	1	1.34616831040457	-1.34616831040457	ENSG00000204264	PSMB8
81618	2	1.34417951119675	-1.34417951119675	ENSG00000135916	ITM2C
374383	2	1.34094233732869	-1.34094233732869	ENSG00000188211	NCR3LG1
5355	2	1.33862763376107	-1.33862763376107	ENSG00000102007	PLP2
10734	3	1.33731326335247	-1.33731326335247	ENSG00000066923	STAG3
390616	1	1.33684337892732	-1.33684337892732	ENSG00000235711	ANKRD34C
100506606	1	1.3358050061028	-1.3358050061028		
9891	1	1.33243071374157	-1.33243071374157	ENSG00000074590	NUAK1
4835	1	1.31945130537326	-1.31945130537326	ENSG00000124588	NQO2
2555	4	1.31733164660731	-1.31733164660731	ENSG00000151834	GABRA2
23362	3	1.31579180860138	-1.31579180860138	ENSG00000156011	PSD3
2745	2	1.29202721395451	-1.29202721395451	ENSG00000173221	GLRX
869	1	1.28668902115457	-1.28668902115457	ENSG00000102924	CBLN1
129607	1	1.28136675497215	-1.28136675497215	ENSG00000134326	CMPK2
23057	2	1.27811617011853	-1.27811617011853	ENSG00000157064	NMNAT2
147381	1	1.27451859592934	-1.27451859592934	ENSG00000141668	CBLN2
4619	1	1.27068045946341	-1.27068045946341	ENSG00000109061	MYH1
54522	1	1.26989453135201	-1.26989453135201	ENSG00000134461	ANKRD16
54769	2	1.26900757731527	-1.26900757731527	ENSG00000165023	DIRAS2
100130894	1	1.25432957272307	-1.25432957272307	ENSG00000214353	VAC14-AS1
23359	2	1.25377650711745	-1.25377650711745	ENSG00000273564	FAM189A1
23359	2	1.25377650711745	-1.25377650711745	ENSG00000104059	FAM189A1
64838	4	1.24756545214566	-1.24756545214566	ENSG00000115226	FNDC4
101928307	4	1.24631293854371	-1.24631293854371		
1071	1	1.24566300603394	-1.24566300603394	ENSG00000087237	CETP
3956	1	1.23818366700773	-1.23818366700773	ENSG00000100097	LGALS1
8613	3	1.23381188796434	-1.23381188796434	ENSG00000162407	PLPP3
8317	1	1.23293830646633	-1.23293830646633	ENSG00000097046	CDC7
55321	3	1.23217752172861	-1.23217752172861	ENSG00000125895	TMEM74B
387856	2	1.22197647881767	-1.22197647881767	ENSG00000177875	CCDC184
1639	2	1.20998065879371	-1.20998065879371	ENSG00000204843	DCTN1
9388	2	1.20593249605812	-1.20593249605812	ENSG00000101670	LIPG
284889	3	1.20528995617954	-1.20528995617954		
196410	2	1.20337642141335	-1.20337642141335	ENSG00000170439	METTL7B
37	1	1.19979815402659	-1.19979815402659	ENSG00000072778	ACADVL
5297	3	1.19003940702684	-1.19003940702684	ENSG00000241973	PI4KA
2597	4	1.1894168030488	-1.1894168030488	ENSG00000111640	GAPDH
84969	2	1.18879376177274	-1.18879376177274	ENSG00000124191	TOX2
54187	2	1.18737016819896	-1.18737016819896	ENSG00000095380	NANS
149111	2	1.18403307903177	-1.18403307903177	ENSG00000143786	CNIH3
126308	2	1.1836718006825	-1.1836718006825	ENSG00000172081	MOB3A
6860	1	1.18287866341438	-1.18287866341438	ENSG00000132872	SYT4
885	1	1.17792064870282	-1.17792064870282	ENSG00000187094	CCK
57717	1	1.17711793550558	-1.17711793550558	ENSG00000272674	PCDHB16
389073	2	1.17482969858329	-1.17482969858329	ENSG00000188674	C2orf80
221692	3	1.17099503451049	-1.17099503451049	ENSG00000112137	PHACTR1
341019	3	1.16971643247302	-1.16971643247302	ENSG00000170959	DCDC1
2195	1	1.16490067712394	-1.16490067712394	ENSG00000083857	FAT1
6181	3	1.16465690242274	-1.16465690242274	ENSG00000177600	RPLP2
366	1	1.16124449151679	-1.16124449151679	ENSG00000103569	AQP9
9645	4	1.16026548182892	-1.16026548182892	ENSG00000133816	MICAL2
8471	1	1.15735241530234	-1.15735241530234	ENSG00000133124	IRS4
163782	2	1.15596842460053	-1.15596842460053	ENSG00000132854	KANK4
342527	2	1.15017353909561	-1.15017353909561	ENSG00000188176	SMTNL2
10655	1	1.14699626790065	-1.14699626790065	ENSG00000173253	DMRT2
55666	3	1.14473852064366	-1.14473852064366	ENSG00000182446	NPLOC4
23207	4	1.14431503875824	-1.14431503875824	ENSG00000116786	PLEKHM2
1973	2	1.14367926828013	-1.14367926828013	ENSG00000161960	EIF4A1
652966	2	1.14367926828013	-1.14367926828013		
652965	2	1.14367926828013	-1.14367926828013	ENSG00000209582	SNORA48
154761	1	1.14190863253191	-1.14190863253191		
51024	1	1.13742430992546	-1.13742430992546	ENSG00000214253	FIS1
10594	1	1.13651962223619	-1.13651962223619	ENSG00000274442	PRPF8
10594	1	1.13651962223619	-1.13651962223619	ENSG00000174231	PRPF8
2173	2	1.13265015340538	-1.13265015340538	ENSG00000164434	FABP7
55646	2	1.13221192472454	-1.13221192472454	ENSG00000145220	LYAR
9672	1	1.12962247055053	-1.12962247055053	ENSG00000162512	SDC3
65265	1	1.12849767883031	-1.12849767883031	ENSG00000182307	C8orf33
57522	1	1.12801658976221	-1.12801658976221	ENSG00000196935	SRGAP1
3156	3	1.12648593325559	-1.12648593325559	ENSG00000113161	HMGCR
2254	4	1.12565827425095	-1.12565827425095	ENSG00000102678	FGF9
26059	1	1.12244786624289	-1.12244786624289	ENSG00000187672	ERC2
51428	2	1.12142589991007	-1.12142589991007	ENSG00000183258	DDX41
6307	2	1.1173305580185	-1.1173305580185	ENSG00000052802	MSMO1
84968	2	1.11573139409854	-1.11573139409854	ENSG00000235961	PNMA6A
5121	2	1.11527401613262	-1.11527401613262	ENSG00000183036	PCP4
100616119	2	1.11243360409082	-1.11243360409082	ENSG00000284020	MIR4697
154661	3	1.11188031252098	-1.11188031252098	ENSG00000105784	RUNDC3B
55902	1	1.11097541597641	-1.11097541597641	ENSG00000131069	ACSS2
337876	1	1.11064000102102	-1.11064000102102	ENSG00000198108	CHSY3
2785	2	1.10998665989612	-1.10998665989612	ENSG00000162188	GNG3
92126	1	1.10858944461742	-1.10858944461742	ENSG00000262102	DSEL
92126	1	1.10858944461742	-1.10858944461742	ENSG00000171451	DSEL
376267	3	1.10831518853901	-1.10831518853901	ENSG00000139998	RAB15
84688	2	1.10631889631412	-1.10631889631412	ENSG00000164972	C9orf24
101927253	2	1.10409573799318	-1.10409573799318		
9783	5	1.10366358285104	-1.10366358285104	ENSG00000117016	RIMS3
642273	1	1.10199759218118	-1.10199759218118	ENSG00000184731	FAM110C
284424	3	1.10076328291976	-1.10076328291976	ENSG00000176840	MIR7-3HG
83741	4	1.09992363399888	-1.09992363399888	ENSG00000008197	TFAP2D
79630	2	1.09695602035343	-1.09695602035343	ENSG00000118292	C1orf54
441151	2	1.09579352427671	-1.09579352427671	ENSG00000178233	TMEM151B
149345	1	1.09382223100591	-1.09382223100591	ENSG00000198892	SHISA4
23676	2	1.09003791336597	-1.09003791336597	ENSG00000091482	SMPX
5774	3	1.08996873427242	-1.08996873427242	ENSG00000070159	PTPN3
91768	1	1.08852255110513	-1.08852255110513	ENSG00000134508	CABLES1
645	2	1.08823928925996	-1.08823928925996	ENSG00000090013	BLVRB
27111	2	1.08394882041718	-1.08394882041718	ENSG00000125775	SDCBP2
100528031	2	1.08394882041718	-1.08394882041718		
4541	1	1.08309687393304	-1.08309687393304	ENSG00000198695	MT-ND6
11258	2	1.07426131954235	-1.07426131954235	ENSG00000137100	DCTN3
494470	1	1.07410917055401	-1.07410917055401	ENSG00000141622	RNF165
653275	4	1.07318659667936	-1.07318659667936	ENSG00000152093	CFC1B
1006	3	1.07288388991379	-1.07288388991379	ENSG00000150394	CDH8
51330	1	1.06749564395799	-1.06749564395799	ENSG00000006327	TNFRSF12A
51078	5	1.06666896271845	-1.06666896271845	ENSG00000176946	THAP4
8506	2	1.06587782817319	-1.06587782817319	ENSG00000108797	CNTNAP1
286	3	1.06392120278861	-1.06392120278861	ENSG00000029534	ANK1
25875	2	1.06242355570775	-1.06242355570775	ENSG00000050426	LETMD1
109	4	1.05985487705854	-1.05985487705854	ENSG00000138031	ADCY3
80150	2	1.05806982782675	-1.05806982782675	ENSG00000162174	ASRGL1
2596	2	1.05617903401053	-1.05617903401053	ENSG00000172020	GAP43
2987	3	1.05612414430271	-1.05612414430271	ENSG00000143774	GUK1
23646	2	1.05585971032246	-1.05585971032246	ENSG00000105223	PLD3
216	1	1.05512376023324	-1.05512376023324	ENSG00000165092	ALDH1A1
92856	3	1.0543447687238	-1.0543447687238	ENSG00000136718	IMP4
66008	2	1.05317756504308	-1.05317756504308	ENSG00000115993	TRAK2
10574	2	1.0500433457725	-1.0500433457725	ENSG00000135624	CCT7
4293	3	1.04674841393888	-1.04674841393888	ENSG00000006432	MAP3K9
644596	1	1.04341162004759	-1.04341162004759	ENSG00000196972	SMIM10L2B
399668	1	1.04341162004759	-1.04341162004759	ENSG00000178947	SMIM10L2A
1284	3	1.04263037117212	-1.04263037117212	ENSG00000134871	COL4A2
196463	3	1.04239149895992	-1.04239149895992	ENSG00000151176	PLBD2
5243	2	1.04079010481105	-1.04079010481105	ENSG00000085563	ABCB1
6366	1	1.03920573892561	-1.03920573892561	ENSG00000137077	CCL21
2557	3	1.03366128842287	-1.03366128842287	ENSG00000109158	GABRA4
11328	3	1.03227502670362	-1.03227502670362	ENSG00000122642	FKBP9
2687	2	1.03223427692632	-1.03223427692632	ENSG00000099998	GGT5
55806	5	1.03174752257746	-1.03174752257746	ENSG00000168453	HR
10781	1	1.0267455617401	-1.0267455617401	ENSG00000174652	ZNF266
57172	2	1.026187996688	-1.026187996688	ENSG00000008118	CAMK1G
84964	2	1.02484995104927	-1.02484995104927	ENSG00000239382	ALKBH6
441733	1	1.02392236101465	-1.02392236101465		
55094	2	1.02279170440299	-1.02279170440299	ENSG00000076650	GPATCH1
151473	2	1.02242302328289	-1.02242302328289	ENSG00000163053	SLC16A14
64420	1	1.02147423675496	-1.02147423675496	ENSG00000106868	SUSD1
10900	1	1.01932067485058	-1.01932067485058	ENSG00000108309	RUNDC3A
9052	3	1.0189963335934	-1.0189963335934	ENSG00000013588	GPRC5A
6322	2	1.01752473619662	-1.01752473619662	ENSG00000047634	SCML1
78997	2	1.01748639116144	-1.01748639116144	ENSG00000124194	GDAP1L1
51690	1	1.01539570010107	-1.01539570010107	ENSG00000130332	LSM7
4923	2	1.01506897328234	-1.01506897328234	ENSG00000101188	NTSR1
3726	2	1.01504989781662	-1.01504989781662	ENSG00000171223	JUNB
5518	1	1.0143148128505	-1.0143148128505	ENSG00000105568	PPP2R1A
692091	3	1.0133551657431	-1.0133551657431	ENSG00000221803	SNORD23
170850	3	1.01291739310593	-1.01291739310593	ENSG00000171126	KCNG3
8927	2	1.01102007106858	-1.01102007106858	ENSG00000164061	BSN
4627	3	1.01059251247491	-1.01059251247491	ENSG00000100345	MYH9
1840	2	1.00736121374618	-1.00736121374618	ENSG00000135144	DTX1
114885	5	1.00342155742978	-1.00342155742978	ENSG00000144909	OSBPL11
84684	1	1.00332928748185	-1.00332928748185	ENSG00000168348	INSM2
23108	2	1.00142715775517	-1.00142715775517	ENSG00000132359	RAP1GAP2
645369	4	1.00113320925202	-1.00113320925202	ENSG00000206432	TMEM200C
140828	1	1.00107987866113	-1.00107987866113	ENSG00000259974	LINC00261
